"uid","domainID","siteID","namedLocation","decimalLatitude","decimalLongitude","coordinateUncertainty","additionalCoordUncertainty","elevation","elevationUncertainty","geodeticDatum","altLocation","altLatitude","altLongitude","altCoordinateUncertainty","altGeodeticDatum","collectDate","aquaticSiteType","samplingImpractical","parentSampleID","eventID","samplerType","dissolvedOxygen","dissolvedOxygenSaturation","specificConductance","waterTemp","swcSamplingProtocolVersion","lowerSegmentDepth","upperSegmentDepth","maxDepth","lakeSampleDepth1","lakeSampleDepth2","aCollectedBy","bCollectedBy","remarks"
"30b5dd71-f23c-485a-be21-f16325982a14","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-04-23T14:25Z","river",NA,"FLNT.C0.20190423","FLNT.20190423","Van Dorn",8.61,95.7,112.6,20.9,"NEON.DOC.002905vE",NA,NA,3.5,0.5,NA,"0000-0003-1571-3196","0000-0003-1571-3196",NA
"8b6ed762-52a9-44fe-9550-2cb1ad5a382e","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-04-30T13:02Z","river",NA,"FLNT.C0.20190430","FLNT.20190430","Van Dorn",7.68,85.6,82.8,20.8,"NEON.DOC.002905vE",NA,NA,4.6,0.5,NA,"0000-0003-1571-3196","0000-0002-7517-7842",NA
"46d4e106-b549-47bc-b6b4-f61f9c0b20ec","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-05-15T15:46Z","river",NA,"FLNT.C0.20190515","FLNT.20190515","Van Dorn",7.81,93,129.5,24,"NEON.DOC.002905vF",NA,NA,3.7,0.5,NA,"0000-0003-1571-3196","0000-0003-1571-3196",NA
"0770bf17-edde-4fe9-91c0-6f5a7472d16c","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-06-04T13:13Z","river",NA,"FLNT.C0.20190604","FLNT.20190604","Van Dorn",7.21,90.3,192.2,26.9,"NEON.DOC.002905vF",NA,NA,2.9,0.5,NA,"0000-0003-1571-3196","0000-0001-6607-7236",NA
"e60ad359-a641-485a-82e9-f725f5e3b30c","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-06-18T14:47Z","river",NA,"FLNT.C0.20190618","FLNT.20190618","Van Dorn",7.27,94.3,107.3,28.4,"NEON.DOC.002905vF",NA,NA,4.2,0.5,NA,"0000-0002-7940-8177","0000-0001-6607-7236",NA
"b40c326b-3c5b-4a5c-9c8e-a7f0fe070704","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-07-10T15:31Z","river",NA,"FLNT.C0.20190710","FLNT.20190710","Van Dorn",3.82,49.5,150.9,28.6,"NEON.DOC.002905vF",NA,NA,2.7,0.5,NA,"0000-0003-1571-3196","0000-0001-6607-7236",NA
"9352a1b9-fbd2-4b52-b179-b3324f15461d","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-08-05T16:34Z","river",NA,"FLNT.C0.20190805","FLNT.20190805","Van Dorn",7.74,98.9,174.1,28.1,"NEON.DOC.002905vF",NA,NA,1.6,0.5,NA,"0000-0001-6607-7236","0000-0003-1571-3196",NA
"d9559edd-c95c-4a39-9f1f-79b5a349b1de","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-08-13T15:26Z","river",NA,"FLNT.C0.20190813","FLNT.20190813","Van Dorn",6.93,90.7,171.6,29.1,"NEON.DOC.002905vF",NA,NA,2.5,0.5,NA,"0000-0003-1571-3196","0000-0002-7940-8177",NA
"ae6b76d3-daeb-4411-9721-4e043aa42a94","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-09-17T15:07Z","river",NA,"FLNT.C0.20190917","FLNT.20190917","Van Dorn",7.64,96.5,183.3,27.2,"NEON.DOC.002905vF",NA,NA,2.2,0.5,NA,"0000-0002-7940-8177","0000-0003-1571-3196",NA
"ed748a34-c313-4633-bb3d-fea0742304a0","D03","FLNT","FLNT.AOS.buoy.c0",31.184609,-84.438438,10,10,30,10,"WGS84",NA,NA,NA,NA,NA,"2019-09-24T14:54Z","river",NA,"FLNT.C0.20190924","FLNT.20190924","Van Dorn",7.73,94.8,169.2,25.9,"NEON.DOC.002905vF",NA,NA,2.3,0.5,NA,"0000-0001-6607-7236","0000-0003-1571-3196",NA
"90fb2d0a-d539-4c85-b433-658fa91d4872","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2014-12-30T12:26Z","stream",NA,"CUPE.SS.20141230","CUPE.20141230","Grab",NA,NA,290.2,21.5,"NEON.DOC.000694vE",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org","18.113826, -66.986469"
"29022425-322f-4876-bce2-1ab5c6ed90ac","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2015-01-20T13:50Z","stream",NA,"CUPE.SS.20150120","CUPE.20150120","Grab",NA,NA,284.3,21.5,"NEON.DOC.000694vE",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org","18.113826, -66.986469"
"f29d3f39-1ecb-444e-9591-d3eed4d7f028","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-03T15:24Z","stream",NA,"CUPE.SS.20150203","CUPE.20150203","Grab",NA,NA,268.1,22.1,"NEON.DOC.000694vE",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org","18.113826, -66.986469"
"396ceee7-7882-4d3c-94f1-df9cf37d12fe","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2015-02-25T13:54Z","stream",NA,"CUPE.SS.20150225","CUPE.20150225","Grab",NA,NA,219.3,21.3,"NEON.DOC.000694vE",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org","18.113826, -66.986469"
"91477da7-0206-4ae7-beae-65d092f88450","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-24T13:30Z","stream",NA,"CUPE.SS.20150324","CUPE.20150324","Grab",NA,NA,263.2,21.9,"NEON.DOC.000694vE",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org","18.113826, -66.986469|Sample discarded due to storm event causing power loss of Freezers; JIRA ticket NEON-402|Sample discarded due to storm event causing power loss of Freezers; JIRA ticket NEON-402"
"57915a65-5b98-4bd2-94ae-d54e4e6ea404","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-06-16T13:09Z","stream",NA,"CUPE.RE.20150616","CUPE.20150616","Grab",NA,NA,269.6,23.4,"NEON.DOC.000694vE",NA,NA,NA,NA,NA,"mpagan@neoninc.org","gfoley@field-ops.org",NA
"bfef538d-2f05-409d-a79b-8f5ccf4d4dde","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-07-01T13:15Z","stream",NA,"CUPE.RE.20150701","CUPE.20150701","Grab",NA,NA,272.1,23.9,"NEON.DOC.000694vE",NA,NA,NA,NA,NA,"mpagan@neoninc.org","gfoley@field-ops.org",NA
"d7040b6a-1861-4978-b75a-17af9317467c","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-07-21T12:50Z","stream",NA,"CUPE.RE.20150721","CUPE.20150721","Grab",NA,NA,273.7,23.5,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","gfoley@field-ops.org",NA
"1eec30aa-308f-4b98-aec7-eee2ad5dea29","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-08-04T13:52Z","stream",NA,"CUPE.RE.20150804","CUPE.20150804","Grab",NA,NA,272.4,24.2,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"mpagan@neoninc.org","ddelacruzgaitan@neoninc.org","Sample discarded due to storm event causing power loss of Freezers; JIRA ticket NEON-402|Sample discarded due to storm event causing power loss of Freezers; JIRA ticket NEON-402"
"0c1dcc71-97d0-4ed0-92b5-9269af66569c","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-08-18T12:38Z","stream",NA,"CUPE.RE.20150818","CUPE.20150818","Grab",NA,NA,269.8,23.7,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"gfoley@field-ops.org","ddelacruzgaitan@neoninc.org",""
"0f4e22f4-dc6b-4a23-a528-ca3eb870c860","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-09-02T12:25Z","stream",NA,"CUPE.RE.20150902","CUPE.20150902","Grab",NA,NA,260.8,24,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org",NA
"39cf4bce-78e4-4d20-9158-4c15cef4dd41","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-09-09T12:30Z","stream",NA,"CUPE.RE.20150909","CUPE.20150909","Grab",NA,NA,211.7,23.1,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"lrivera@field-ops.org","mpagan@neoninc.org",NA
"0fadf6ad-24ab-4001-95f2-642eb305f4d8","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-09-15T12:17Z","stream",NA,"CUPE.RE.20150915","CUPE.20150915","Grab",NA,NA,197.9,23.2,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"gfoley@field-ops.org","mpagan@neoninc.org",NA
"25ffa0eb-b3bb-4708-b90f-aef31fea0a17","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-09-24T12:33Z","stream",NA,"CUPE.RE.20150924","CUPE.20150924","Grab",NA,NA,256.3,23.9,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","ddelacruzgaitan@field-ops.org",NA
"07cbdf95-802e-48b9-a0c1-4a7f215bdbc5","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-09-29T12:50Z","stream",NA,"CUPE.RE.20150929","CUPE.20150929","Grab",NA,NA,267.2,24.2,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"mpagan@neoninc.org","ddelacruzgaitan@field-ops.org",NA
"b44930a1-e5d2-42da-8648-8e93aab14842","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-10-06T12:05Z","stream",NA,"CUPE.RE.20151006","CUPE.20151006","Grab",NA,NA,269.6,25,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"gfoley@field-ops.org","ddelacruzgaitan@field-ops.org",NA
"147ea403-925a-41a5-9351-e319cdb5ee2c","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-10-20T13:38Z","stream",NA,"CUPE.RE.20151020","CUPE.20151020","Grab",NA,NA,256.3,24,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"gfoley@field-ops.org","mpagan@neoninc.org",NA
"fef30be4-870d-42de-af97-a158159f3d5d","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-11-03T11:35Z","stream",NA,"CUPE.RE.20151103","CUPE.20151103","Grab",NA,NA,232.9,23,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","ddelacruz@field-ops.org",NA
"a0b69dd7-2673-4a9e-aaec-f6a50e7462aa","D04","CUPE","CUPE.AOS.reach",18.11352,-66.98676,10,NA,157,10,"WGS84",NA,18.11382,-66.9864,NA,"WGS84","2015-11-12T11:15Z","stream",NA,"CUPE.RE.20151112","CUPE.20151112","Grab",NA,NA,263,23.1,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"gfoley@field-ops.org","ddelacruz@field-ops.org",NA
"1e6810a1-a38d-43ee-ab25-273809f253ed","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-12T11:40Z","stream",NA,"CUPE.SS.20160112","CUPE.20160112","Grab",NA,NA,265.8,21.7,"NEON.DOC.002905vA",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","jquinones@neoninc.org",NA
"5e12184b-4e89-4fe8-bf54-463fc63b7048","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-02-09T11:49Z","stream",NA,"CUPE.SS.20160209","CUPE.20160209","Grab",NA,NA,273.2,22.2,"NEON.DOC.002905vA",NA,NA,NA,NA,NA,"mpagan@neoninc.org","lrivera@field-ops.org",NA
"ab1f3d54-3c6f-4a2b-812b-9a680b9e64b2","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-02-23T12:00Z","stream",NA,"CUPE.SS.20160223","CUPE.20160223","Grab",NA,NA,272.5,22.2,"NEON.DOC.002905vA",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","cirizarry@field-ops.org",NA
"c50b2579-71fa-4b75-887f-ee43eed1c225","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-08T13:22Z","stream",NA,"CUPE.SS.20160308","CUPE.20160308","Grab",NA,NA,236.3,22.4,"NEON.DOC.002905vB",NA,NA,NA,NA,NA,"mpagan@neoninc.org","jquinones@neoninc.org",NA
"259a84c8-6f17-46bf-9e29-78d563d54d01","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-22T13:50Z","stream",NA,"CUPE.SS.20160322","CUPE.20160322","Grab",7.96,92.6,251.7,22.4,"NEON.DOC.002905vA",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","cirizarry@field-ops.org",NA
"44016a05-45ba-4a64-94a3-42dd1c4db8a7","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-04-12T13:15Z","stream",NA,"CUPE.SS.20160412","CUPE.20160412","Grab",7.6,90.4,274.4,23.2,"NEON.DOC.002905vA",NA,NA,NA,NA,NA,"mpagan@neoninc.org","cirizarry@field-ops.org",NA
"460060e9-4226-46ac-8acf-a6ba70c9c1f1","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-04-19T15:30Z","stream",NA,"CUPE.SS.20160419","CUPE.20160419","Grab",7.45,89.8,271.7,23.5,"NEON.DOC.002905vA",NA,NA,NA,NA,NA,"mpagan@neoninc.org","cirizarry@field-ops.org",NA
"7d4efa08-dd02-4345-b110-b2d84a1b3543","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-05T13:14Z","stream",NA,"CUPE.SS.20160505","CUPE.20160505","Grab",7.72,92.9,263.2,23.9,"NEON.DOC.002905vA",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org",""
"0e6c88ec-91c9-4e5c-8f80-d74c03898183","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-26T11:44Z","stream",NA,"CUPE.SS.20160526","CUPE.20160526","Grab",7.55,90,253.3,23.5,"NEON.DOC.002905vB",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","cirizarry@field-ops.org","Not enough water to filter; refer to JIRA ticket NEON-2684"
"f513a6f4-22d0-4d68-ac23-4bc346f1cdb6","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-07T12:23Z","stream",NA,"CUPE.SS.20160607","CUPE.20160607","Grab",8,97,272.5,24.7,"NEON.DOC.002905vB",NA,NA,NA,NA,NA,"mpagan@neoninc.org","cirizarry@field-ops.org",""
"a962a7a4-bf1e-434d-900e-5afbca0745c7","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-06-23T11:57Z","stream",NA,"CUPE.SS.20160623","CUPE.20160623","Grab",8.55,93.2,261.5,23,"NEON.DOC.002905vB",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","kricks@field-ops.org","Did not bring YSI 2030 to field. DO and conductivity measured at DSF. Barometric pressure taken from pressure transducer."
"2cafdf3d-4e39-42c8-8bc1-f044d181affd","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-05T12:40Z","stream",NA,"CUPE.SS.20160705","CUPE.20160705","Grab",7.63,92,276.8,24.1,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mpagan@neoninc.org","kricks@field-ops.org",NA
"b69238f5-29bd-4aa7-8e3f-e3fa46ac92e3","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-07-20T11:49Z","stream",NA,"CUPE.SS.20160720","CUPE.20160720","Grab",7.78,92.4,229.9,23.2,"NEON.DOC.002905vB",NA,NA,NA,NA,NA,"mpagan@neoninc.org","clopez@field-ops.org",NA
"832e1843-8f62-4833-9adb-e2f87692eb66","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-08-02T11:18Z","stream",NA,"CUPE.SS.20160802","CUPE.20160802","Grab",7.3,87.1,274.8,23.8,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"clopez@field-ops.org","kricks@field-ops.org",NA
"736308b8-38d4-48ae-9426-381c7bc2cb7c","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-08-16T12:53Z","stream",NA,"CUPE.SS.20160816","CUPE.20160816","Grab",7.85,93.6,254.4,23.4,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org",NA
"48ff61c6-6d86-42c8-bdac-421d6e25a46c","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-08-30T13:45Z","stream",NA,"CUPE.SS.20160830","CUPE.20160830","Grab",7.59,90.9,251,23.7,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","pruiz-castro@field-ops.org",NA
"cdb43b40-7558-4bf4-b77b-0bff2a0d5291","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-08T12:38Z","stream",NA,"CUPE.SS.20160908","CUPE.20160908","Grab",7.73,92.2,283,23.4,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","clopez@field-ops.org","Did a second sample of CUPE.ss.20160908.WAT due to water droplets in first vial"
"144a0ea2-e38d-4a9d-8c8c-be87e3a60fd6","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-20T11:35Z","stream",NA,"CUPE.SS.20160920","CUPE.20160920","Grab",8.04,95,239.8,22.8,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mpagan@neoninc.org","kricks@field-ops.org",""
"1f2becbc-0ff7-49ef-92f1-cc6399901e52","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-26T11:46Z","stream",NA,"CUPE.SS.20160926","CUPE.20160926","Grab",8.48,94.1,251.2,23,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mpagan@neoninc.org","kricks@field-ops.org",""
"69ec4d86-f625-4edb-b27a-2a0e6c30828b","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-10-04T12:35Z","stream",NA,"CUPE.SS.20161004","CUPE.20161004","Grab",7.98,96.5,272.1,23.9,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org","The real volume of gas injected was 24 mL."
"562b526e-c2f1-43cc-9d83-96c2be7fd39b","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-10-17T11:25Z","stream",NA,"CUPE.SS.20161017","CUPE.20161017","Grab",8.04,96.3,274.8,23.2,"NEON.DOC.000694vF",NA,NA,NA,NA,NA,"mpagan@neoninc.org","kricks@field-ops.org",""
"3a3c6108-e3ce-4460-8c81-d5c10fc9177f","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-10-25T12:57Z","stream",NA,"CUPE.SS.20161025","CUPE.20161025","Grab",8.36,99.5,233.2,22.9,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","clopez@field-ops.org",""
"e0d57d87-70cb-4712-ad34-011434c2fa27","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-10-31T11:35Z","stream",NA,"CUPE.SS.20161031","CUPE.20161031","Grab",8.35,99.4,259.8,23,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","kricks@field-ops.org",""
"c493d28b-9aa4-4d54-b21a-cf4dbeb1eedc","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-11-07T12:58Z","stream",NA,"CUPE.SS.20161107","CUPE.20161107","Grab",8.26,98.5,306,23.2,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"jquinones@neoninc.org","clopez@field-ops.org",""
"b1e5bdc3-1347-445b-a31e-158329a9e190","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-11-21T12:33Z","stream",NA,"CUPE.SS.20161121","CUPE.20161121","Grab",8.53,98.4,253.1,22.1,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mpagan@neoninc.org","clopez@field-ops.org","Parameters measured with multisonde(YSI) were collected at lab (DSF)."
"81399af3-5971-4e34-a5bc-c713a790e434","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-12-06T11:59Z","stream",NA,"CUPE.SS.20161206","CUPE.20161206","Grab",7.69,90.1,273.4,22.5,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","clope@field-ops.org",NA
"94d2c609-7e63-4727-b6d7-b38548cd97e4","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2016-12-20T13:50Z","stream",NA,"CUPE.SS.20161220","CUPE.20161220","Grab",8.58,100.4,314.1,22.6,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org",NA
"2be152a2-5e82-4c9a-83f0-69d204eb3c53","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2017-01-17T11:50Z","stream",NA,"CUPE.SS.20170117","CUPE.20170117","Grab",8.15,92.3,300.5,20.9,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","mpagan@neoninc.org",NA
"aa6fe492-3c4d-4484-9427-0dc4bb12b861","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2017-02-21T11:43Z","stream",NA,"CUPE.SS.20170221","CUPE.20170221","Grab",7.86,90.4,312,21.3,"NEON.DOC.002905vB",NA,NA,NA,NA,NA,"clopez@field-ops.org","amegill@field-ops.org",NA
"20a89528-23bb-40da-9cb5-cbe66448cbd4","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-01T11:27Z","stream",NA,"CUPE.SS.20170301","CUPE.20170301","Grab",7.88,7.88,295.8,21.2,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mpagan@neoninc.org","amegill@field-ops.org",NA
"f60041ea-ce7d-44e4-891f-a990ebdae221","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-21T11:29Z","stream",NA,"CUPE.SS.20170321","CUPE.20170321","Grab",8.89,101.9,278.9,21.3,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mviggiano@neoninc.org","clopez@field-ops.org",NA
"0f880dde-f1df-4f9d-ba5d-4db0ad2d6402","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2017-04-18T11:58Z","stream",NA,"CUPE.SS.20170418","CUPE.20170418","Grab",8.42,98,240.7,22.1,"NEON.DOC.002905vC",NA,NA,NA,NA,NA,"mpagan@neoninc.org","jquinones@neoninc.org","Rev.D"
"a53763c1-45eb-462f-8be4-e54b5443fddf","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"2017-04-27T11:32Z","stream",NA,"CUPE.SS.20170427","CUPE.20170427","Grab",7.79,91.7,289.2,22.5,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"Mpagan@battelleecology.org","clopez@battelleecology.org",""
"eabfde55-65f8-478e-9c95-7ad9cd2f47ec","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-05-16T12:10Z","stream",NA,"CUPE.SS.20170516","CUPE.20170516","Grab",8.45,101.1,287.1,23.5,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"mpagan@neoninc.org","clopez@field-ops.org","Pressure 99.8 kpa"
"29a45b8c-0c16-4ddd-a43a-f58dbc915912","D04","CUPE","CUPE.AOS.S2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-05-23T11:27Z","stream",NA,"CUPE.SS.20170523","CUPE.20170523","Grab",8.6,101.7,295.4,23,"NEON.DOC.002905vD",NA,NA,NA,NA,NA,"clopez@field-ops.org","mviggiano@battelleecology.org",""
